OID_UA_10|GEOID_UA_10|NAMELSAD_UA_10|AREALAND_UA_10|AREAWATER_UA_10|MTFCC_UA_10|FUNCSTAT_UA_10|OID_UA_20|GEOID_UA_20|NAMELSAD_UA_20|AREALAND_UA_20|AREAWATER_UA_20|MTFCC_UA_20|FUNCSTAT_UA_20|AREALAND_PART|AREAWATER_PART
|||||||2707032391317871|90095|Valparaiso--Shorewood Forest, IN Urban Area|87117095|2303954|G3500|S|13803770|0
|||||||27070199457560|90136|Vandalia, IL Urban Area|16761482|5741|G3500|S|6375398|5741
|||||||27070376530784|90217|Van Wert, OH Urban Area|15940790|75065|G3500|S|1852933|25973
|||||||27070443727847|90271|Veneta, OR Urban Area|12046305|0|G3500|S|2192924|0
|||||||27070217239319|90325|Vermillion, SD Urban Area|10327477|0|G3500|S|1354485|0
|||||||27070477366492|90352|Vernal, UT Urban Area|40552602|0|G3500|S|5475955|0
|||||||27070707813564|90379|Vernon, TX Urban Area|15002986|23262|G3500|S|2557110|23262
|||||||2707032391317947|90406|Vero Beach--Sebastian, FL Urban Area|274802450|30798825|G3500|S|32147348|6858082
|||||||27070127529823|90433|Versailles, KY Urban Area|20472977|101107|G3500|S|959836|5720
|||||||27070116138478|90487|Vicksburg, MS--LA Urban Area|62875577|642133|G3500|S|10701917|142216
|||||||27070381303754|90514|Victoria, TX Urban Area|87023661|0|G3500|S|22694467|0
|||||||270701322272736|90541|Victorville--Hesperia--Apple Valley, CA Urban Area|341294239|829804|G3500|S|13088751|0
|||||||27070398417251|90568|Vidalia, GA Urban Area|39796102|788908|G3500|S|12012076|240180
|||||||2707094763386|90622|Vieques (Vieques Municipio), PR Urban Area|14364742|313|G3500|S|4677070|0
|||||||270704485566438|90631|Village of Four Seasons, MO Urban Area|49484108|3740690|G3500|S|27241387|742216
|||||||270704485564502|90640|Village of Oak Creek (Big Park), AZ Urban Area|13614844|0|G3500|S|6029845|0
|||||||2707032391317932|90649|Villa Rica, GA Urban Area|49794820|481871|G3500|S|6412283|182894
|||||||27070102047404|90676|Ville Platte, LA Urban Area|12710511|1674|G3500|S|2284085|0
|||||||27070113961711|90703|Vincennes, IN Urban Area|30630789|549810|G3500|S|5989452|76827
|||||||27070286873763|90730|Vineland, NJ Urban Area|147605174|796284|G3500|S|25541990|269852
|||||||27070518366513|90757|Vineyard Haven--Edgartown--Oak Bluffs, MA Urban Area|42868150|3589032|G3500|S|17560971|974530
|||||||27070329046774|90784|Vinita, OK Urban Area|12241202|47476|G3500|S|3674987|47476
|||||||27070156794535|90811|Vinton, IA Urban Area|7209751|0|G3500|S|1008738|0
|||||||27070464282372|90865|Virginia, MN Urban Area|17293746|362239|G3500|S|2113412|0
|||||||27070243682790|90892|Virginia Beach--Norfolk, VA Urban Area|1247532344|197576464|G3500|S|62716646|11421416
|||||||27070696519661|90919|Viroqua, WI Urban Area|5171920|0|G3500|S|146648|0
|||||||27070673085385|90946|Visalia, CA Urban Area|97653500|39512|G3500|S|10537441|0
|||||||2707063048906|91000|Wabash, IN Urban Area|15421992|146473|G3500|S|3363280|109683
|||||||27070356735872|91027|Waco, TX Urban Area|232786010|1417901|G3500|S|23327920|206342
|||||||27070206512616|91054|Waconia, MN Urban Area|11854393|436643|G3500|S|856467|62668
|||||||27070974320780|91081|Wadena, MN Urban Area|6782651|7557|G3500|S|1079703|0
|||||||27070142439520|91108|Wadesboro, NC Urban Area|15464679|12444|G3500|S|2936503|12444
|||||||270701403102689|91135|Wagoner, OK Urban Area|14016097|0|G3500|S|2075430|0
|||||||27070422038474|91162|Wahoo, NE Urban Area|5777357|2310|G3500|S|1101816|2310
|||||||27070294733843|91189|Wahpeton, ND--MN Urban Area|18493073|0|G3500|S|2469786|0
|||||||2707092140208|91216|Waikoloa Village, HI Urban Area|15365371|0|G3500|S|12554427|0
|||||||270704485568276|91252|Walden, NY Urban Area|29945842|237638|G3500|S|16571427|52127
|||||||270704485566815|91261|Waldorf, MD Urban Area|153719966|594805|G3500|S|20223078|65880
|||||||27070528383044|91270|Waldport, OR Urban Area|14334951|97234|G3500|S|6207112|6960
|||||||2707032391317876|91312|Wales, WI Urban Area|15560935|39145|G3500|S|788265|8515
|||||||2707032391317944|91324|Walhalla, SC Urban Area|14765149|161863|G3500|S|6234348|107978
|||||||27070255538425|91405|Walla Walla, WA--OR Urban Area|61804396|86365|G3500|S|9551700|0
|||||||27070319468340|91459|Walnut Ridge, AR Urban Area|13385089|0|G3500|S|4395616|0
|||||||27070463659211|91513|Walterboro, SC Urban Area|21077235|126488|G3500|S|2016349|97063
|||||||27070165036452|91648|Wamego, KS Urban Area|6072775|5759|G3500|S|1175393|0
|||||||27070380974064|91675|Wapakoneta, OH Urban Area|14431993|67642|G3500|S|1661478|0
|||||||27070483254893|91702|Wapato, WA Urban Area|6771998|0|G3500|S|400047|0
|||||||27070249230061|91756|Ware, MA Urban Area|8257526|0|G3500|S|29206|0
|||||||27070349084849|91783|Warner Robins, GA Urban Area|228733512|1682762|G3500|S|21121342|232100
|||||||27070287861576|91810|Warren, AR Urban Area|16484178|64234|G3500|S|766951|0
|||||||27070310863923|91837|Warren, PA Urban Area|20193511|1123271|G3500|S|2218798|162667
|||||||27070700477212|91864|Warrensburg, MO Urban Area|21954000|47219|G3500|S|2174070|0
|||||||27070332462078|91918|Warrenton, MO Urban Area|15625477|212185|G3500|S|2138753|30927
|||||||2707032391318024|91945|Warrenton--New Baltimore, VA Urban Area|44509298|445049|G3500|S|978387|0
|||||||27070140461301|91999|Warsaw, IN Urban Area|61353313|5279867|G3500|S|5518587|417771
|||||||27070701443557|92134|Warwick, NY Urban Area|7557110|11458|G3500|S|524470|1394
|||||||270701065681500|92161|Wasco, CA Urban Area|8930377|0|G3500|S|611925|0
|||||||27070282268738|92215|Waseca, MN Urban Area|9847945|513017|G3500|S|929011|0
|||||||27070158105937|92242|Washington--Arlington, DC--VA--MD Urban Area|3352762591|67538846|G3500|S|204752717|4309518
|||||||27070105608858|92296|Washington, IN Urban Area|17574117|114004|G3500|S|3067851|6324
|||||||27070180289959|92323|Washington, IA Urban Area|8551196|0|G3500|S|1892474|0
|||||||27070422781110|92350|Washington, MO Urban Area|20397190|81188|G3500|S|4132585|0
|||||||27070290497827|92377|Washington, NJ Urban Area|10693396|15101|G3500|S|601048|325
|||||||27070100989353|92404|Washington, NC Urban Area|43234518|151299|G3500|S|10160348|37301
|||||||27070382972308|92431|Washington Court House, OH Urban Area|19025939|154813|G3500|S|3764214|14552
|||||||2707032391318099|92459|Wasilla--Knik-Fairview--North Lakes, AK Urban Area|149262656|6247204|G3500|S|28900952|1326316
|||||||27070339021912|92485|Waterbury, CT Urban Area|239413612|3918357|G3500|S|20510004|137525
|||||||27070156522582|92539|Waterford, CA Urban Area|5090777|8527|G3500|S|213415|0
|||||||27070358833892|92566|Waterloo, IL Urban Area|14015212|84206|G3500|S|2571943|13673
|||||||27070331303760|92593|Waterloo, IA Urban Area|165006180|5752045|G3500|S|21047581|1166061
|||||||27070691072149|92674|Watertown, NY Urban Area|82847638|1388357|G3500|S|15948268|713761
|||||||27070682223651|92701|Watertown, SD Urban Area|32048929|32904|G3500|S|8263652|0
|||||||270701916514269|92728|Watertown, WI Urban Area|27071935|1014965|G3500|S|4076509|9081
|||||||27070102043217|92782|Waterville, ME Urban Area|43772874|3276778|G3500|S|6059015|1570129
|||||||2707032391317855|92797|Watford City, ND Urban Area|21527946|206569|G3500|S|21527946|206569
|||||||27070342055649|92863|Watseka, IL Urban Area|7423230|0|G3500|S|1140287|0
|||||||27070331012549|92890|Watsonville, CA Urban Area|38071821|858576|G3500|S|6822546|0
|||||||27070369684144|92917|Wauchula, FL Urban Area|16169748|0|G3500|S|1429203|0
|||||||27070133201512|92971|Waupaca, WI Urban Area|22922760|3773001|G3500|S|8196273|2669035
|||||||27070294399797|92998|Waupun, WI Urban Area|11376418|167683|G3500|S|2552284|21348
|||||||27070451876841|93025|Wausau, WI Urban Area|126229977|8674389|G3500|S|17459207|1024220
|||||||2707078641934|93052|Wauseon, OH Urban Area|13129525|76844|G3500|S|3166300|33520
|||||||27070404418848|93079|Waverly, IA Urban Area|14461915|576202|G3500|S|4923745|0
|||||||27070467887915|93133|Waverly, OH Urban Area|10448711|1460048|G3500|S|1017713|293510
|||||||2707050033867|93187|Waycross, GA Urban Area|64613896|455626|G3500|S|11874886|129433
|||||||27070160141946|93214|Wayland, MI Urban Area|8770321|117001|G3500|S|893412|0
|||||||27070304303948|93241|Wayne, NE Urban Area|7998635|114652|G3500|S|3352222|114652
|||||||27070356344913|93268|Waynesboro, GA Urban Area|15401708|147851|G3500|S|3150013|0
|||||||27070155297256|93322|Waynesboro, PA--MD Urban Area|28442165|105387|G3500|S|2540095|0
|||||||270701050969210|93376|Waynesburg, PA Urban Area|10471933|0|G3500|S|2333563|0
|||||||2707032391317934|93421|Waynesville, NC Urban Area|71486656|832750|G3500|S|33669078|23960
|||||||27070343463012|93457|Weatherford, OK Urban Area|16304077|4631|G3500|S|6480404|4631
|||||||27070361123799|93484|Weatherford, TX Urban Area|100200945|176674|G3500|S|23220602|0
|||||||27070355825803|93511|Webster City, IA Urban Area|11347270|5458|G3500|S|1127610|0
|||||||27070155351268|93619|Weiser, ID--OR Urban Area|6340217|12197|G3500|S|823102|868
|||||||27070352646085|93673|Wellington, CO Urban Area|8411288|6659|G3500|S|2260803|999
|||||||27070182168135|93700|Wellington, KS Urban Area|11377256|176243|G3500|S|2537082|176243
|||||||27070465479564|93727|Wellington, OH Urban Area|7297159|647142|G3500|S|429973|0
|||||||2707032391318074|93781|Wellston, OH Urban Area|10334852|45073|G3500|S|4344858|45073
|||||||27070114795676|93808|Wellsville, NY Urban Area|9268911|0|G3500|S|846482|0
|||||||27070484292663|93862|Wenatchee, WA Urban Area|84442129|2579947|G3500|S|13786337|658629
|||||||2707032391317923|93876|Wendell, NC Urban Area|10824852|0|G3500|S|1708335|0
|||||||27070245903608|93916|West Bend, WI Urban Area|44229767|1168975|G3500|S|6159717|938
|||||||27070288393399|93970|West Columbia, TX Urban Area|9625372|1285408|G3500|S|2183410|1207119
|||||||2707032391318032|93997|Westerly, RI--CT Urban Area|66520991|1272093|G3500|S|14068401|221069
|||||||27070199842251|94051|West Frankfort, IL Urban Area|12160156|20155|G3500|S|903237|3362
|||||||27070340839558|94132|West Jefferson--Lake Darby, OH Urban Area|13121059|52370|G3500|S|4990438|29773
|||||||2707032391318028|94273|West Milford, NJ--NY Urban Area|36830201|8762006|G3500|S|11273206|398662
|||||||2707032391318069|94282|West Milton, OH Urban Area|5065830|0|G3500|S|217814|0
|||||||2707032391317974|94285|Westminster, MD Urban Area|68360243|167197|G3500|S|7750709|22634
|||||||27070782860194|94321|Weston, WV Urban Area|5304160|177832|G3500|S|209299|18906
|||||||27070698138188|94375|West Plains, MO Urban Area|26557142|3385|G3500|S|6645076|0
|||||||2707092748431|94402|West Point, MS Urban Area|16949011|104005|G3500|S|729395|0
|||||||270704485568280|94442|West Point--Highland Falls, NY Urban Area|10119267|178924|G3500|S|1619138|49415
|||||||2707032391317869|94510|West Salem, WI Urban Area|8202452|773|G3500|S|2411278|773
|||||||27070403100543|94564|Westville, IN Urban Area|5449886|0|G3500|S|255115|0
|||||||27070477160650|94591|West Wendover, NV--UT Urban Area|19146400|0|G3500|S|5355136|0
|||||||27070332702365|94618|Wetumpka, AL Urban Area|11512073|76695|G3500|S|2555298|23943
|||||||27070383088244|94672|Wharton, TX Urban Area|12064164|7360|G3500|S|631216|6761
|||||||27070755642519|94726|Wheeling, WV--OH Urban Area|95338640|4582785|G3500|S|16771276|681931
|||||||27070699427855|94753|Whitefish, MT Urban Area|15958749|475913|G3500|S|4392938|72594
|||||||27070192516712|94807|Whitehall, MI Urban Area|22206994|481409|G3500|S|4962235|48479
|||||||2707032391318089|94861|White House, TN Urban Area|33334011|0|G3500|S|5477198|0
|||||||2707032391317837|94863|Whitehouse, TX Urban Area|13499092|151177|G3500|S|1066548|13501
|||||||270704485566673|94870|Whiteman AFB--Knob Noster, MO Urban Area|18912283|22214|G3500|S|5148339|15320
|||||||270701039884897|94915|White Rock, NM Urban Area|5360096|0|G3500|S|439242|0
|||||||27070499880220|94996|Whiteville, NC Urban Area|12799949|0|G3500|S|1111361|0
|||||||27070488136550|95050|Whitewater, WI Urban Area|11885661|492077|G3500|S|1394327|0
|||||||27070182168136|95077|Wichita, KS Urban Area|587514018|13155100|G3500|S|54393444|939766
|||||||27070214127845|95104|Wichita Falls, TX Urban Area|131530216|0|G3500|S|4202052|0
|||||||270701231876579|95158|Wickenburg, AZ Urban Area|12194044|1952|G3500|S|6818525|1952
|||||||2707032391317950|95266|Wildwood, FL Urban Area|33101786|425286|G3500|S|33101786|425286
|||||||2707032391317930|95301|Wilkesboro--North Wilkesboro, NC Urban Area|86321877|0|G3500|S|31663994|0
|||||||270704485566579|95310|Willard, MO Urban Area|22443423|3423|G3500|S|6380571|3423
|||||||27070365941231|95320|Willard, OH Urban Area|9229079|109332|G3500|S|2268998|76905
|||||||27070313079952|95374|Williams, CA Urban Area|5279096|0|G3500|S|467869|0
|||||||27070126841889|95401|Williamsburg, KY Urban Area|13519719|273676|G3500|S|1578236|3665
|||||||270704485566006|95411|Williamsburg, VA Urban Area|180953914|2649056|G3500|S|42548070|888250
|||||||27070278862574|95455|Williamsport, PA Urban Area|71807159|3189772|G3500|S|14080203|1350388
|||||||27070181266506|95482|Williamston, MI Urban Area|8162020|258119|G3500|S|2299575|15500
|||||||27070416021249|95509|Williamston, NC Urban Area|12313674|0|G3500|S|3806172|0
|||||||2707032391317935|95536|Williamston, SC Urban Area|26430255|87771|G3500|S|4892131|57992
|||||||27070341810603|95590|Willimantic, CT Urban Area|33278465|986095|G3500|S|2366115|70997
|||||||27070282372684|95644|Williston, ND Urban Area|56610616|98418|G3500|S|38642674|98418
|||||||27070680660460|95671|Willits, CA Urban Area|11312926|883|G3500|S|1635892|0
|||||||27070191162756|95698|Willmar, MN Urban Area|34107315|8869226|G3500|S|5306630|156758
|||||||27070317958537|95725|Willows, CA Urban Area|6952158|77318|G3500|S|335179|76010
|||||||2707032391317882|95806|Wilmington, IL Urban Area|10229749|1319139|G3500|S|2647572|747664
|||||||27070160734653|95833|Wilmington, NC Urban Area|368418797|11624430|G3500|S|36701511|5367059
|||||||27070385625018|95860|Wilmington, OH Urban Area|24560919|87387|G3500|S|11153444|11705
|||||||27070112574999|95887|Wilmore, KY Urban Area|4542770|17330|G3500|S|601171|3122
|||||||27070284496239|95914|Wilson, NC Urban Area|71740856|314022|G3500|S|8064906|215471
|||||||2707032391318007|95995|Winchendon, MA Urban Area|5885043|430643|G3500|S|380599|0
|||||||27070954466362|96022|Winchester, IN Urban Area|7453035|24624|G3500|S|1546904|589
|||||||27070141225316|96049|Winchester, KY Urban Area|37349480|143732|G3500|S|4124377|18428
|||||||2707051119389|96076|Winchester, TN Urban Area|33322256|692130|G3500|S|10229012|6314
|||||||27070246967060|96103|Winchester, VA Urban Area|109352896|686932|G3500|S|20158680|413603
|||||||27070347502108|96130|Winder, GA Urban Area|134031585|1035901|G3500|S|39948051|541242
|||||||2707032391317861|96184|Wind Lake, WI Urban Area|9039511|4383400|G3500|S|589010|3275
|||||||27070720145720|96319|Winfield, KS Urban Area|18108038|21717|G3500|S|3463556|21717
|||||||27070491423093|96373|Winnemucca, NV Urban Area|18711975|0|G3500|S|2832268|0
|||||||27070103318742|96427|Winnfield, LA Urban Area|11536282|0|G3500|S|1401562|0
|||||||2707069249342|96481|Winnsboro, LA Urban Area|8358327|0|G3500|S|665504|0
|||||||27070221490810|96508|Winnsboro, SC Urban Area|10017246|0|G3500|S|84215|0
|||||||27070691687172|96562|Winona, MN Urban Area|34406997|1205362|G3500|S|4940962|126468
|||||||270701204815662|96616|Winslow, AZ Urban Area|9420762|0|G3500|S|931913|0
|||||||2707032391317979|96643|Winsted, CT Urban Area|15859370|1816621|G3500|S|5978633|1045217
|||||||27070203626649|96670|Winston-Salem, NC Urban Area|804943620|5472404|G3500|S|58003838|155966
|||||||27070369684145|96697|Winter Haven, FL Urban Area|369641486|74104913|G3500|S|62113056|7668397
|||||||27070695867598|96724|Winters, CA Urban Area|4242386|64542|G3500|S|66020|64542
|||||||27070373393762|96778|Winterset, IA Urban Area|5865488|0|G3500|S|1340374|0
|||||||27070236627091|96832|Wisconsin Rapids, WI Urban Area|56514821|578246|G3500|S|11164043|28135
|||||||2707032391317909|96843|Wise--Norton, VA Urban Area|28350106|95639|G3500|S|3645270|14797
|||||||27070446489074|96913|Woodburn, OR Urban Area|19569313|35004|G3500|S|1345027|35004
|||||||27070673085386|96967|Woodlake, CA Urban Area|4889571|0|G3500|S|1452146|0
|||||||27070695867599|96994|Woodland, CA Urban Area|33062970|0|G3500|S|1698058|0
|||||||27070231904480|97021|Woodland, WA Urban Area|11365577|337033|G3500|S|2589501|224192
|||||||27070704528134|97048|Woodland Park, CO Urban Area|24042059|6086|G3500|S|3850474|0
|||||||2707032391317943|97061|Woodmont, GA Urban Area|13350263|86781|G3500|S|2266269|6102
|||||||270701208201407|97129|Woodstock, IL Urban Area|24100107|0|G3500|S|319068|0
|||||||27070766951272|97156|Woodstock, VA Urban Area|10055007|16356|G3500|S|1807926|5880
|||||||27070136668340|97237|Woodward, OK Urban Area|23525040|43636|G3500|S|5677947|43636
|||||||27070379952566|97264|Wooster, OH Urban Area|56182236|171018|G3500|S|12628710|82509
|||||||27070260153666|97291|Worcester, MA--CT Urban Area|674150071|30788965|G3500|S|75726217|5056694
|||||||27070554914875|97318|Worland, WY Urban Area|7700989|62312|G3500|S|2062998|54603
|||||||270704485566794|97331|World Golf Village, FL Urban Area|35932846|691598|G3500|S|20171683|447751
|||||||27070290489383|97345|Worthington, MN Urban Area|14193160|3097152|G3500|S|1016482|0
|||||||2707032391318080|97349|Worth--Lexington, MI Urban Area|10812098|96363|G3500|S|5004310|96363
|||||||270701322272737|97372|Wrightwood, CA Urban Area|3586964|8669|G3500|S|434182|8669
|||||||2707045474744|97426|Wynne, AR Urban Area|14118046|28415|G3500|S|3783013|28415
|||||||27070314851949|97453|Wytheville, VA Urban Area|15489626|29963|G3500|S|1410025|15171
|||||||2707032391318078|97470|Xenia, OH Urban Area|29511809|24735|G3500|S|5044954|538
|||||||27070483254894|97507|Yakima, WA Urban Area|144445992|820952|G3500|S|12092699|420459
|||||||27070214527525|97534|Yankton, SD Urban Area|22049332|0|G3500|S|7996007|0
|||||||2707083546021|97561|Yauco, PR Urban Area|90408094|62608|G3500|S|10565048|7541
|||||||27070120159514|97588|Yazoo City, MS Urban Area|23950631|284814|G3500|S|5728910|172198
|||||||27070482083688|97642|Yelm, WA Urban Area|19973944|72039|G3500|S|5166545|31131
|||||||27070184295612|97696|Yoakum, TX Urban Area|8161955|0|G3500|S|1295849|0
|||||||27070118131766|97723|York, NE Urban Area|12242381|33827|G3500|S|2881792|19836
|||||||27070318196453|97750|York, PA Urban Area|292871617|431678|G3500|S|25891037|111201
|||||||27070682072183|97777|York, SC Urban Area|16859608|199655|G3500|S|1897665|84393
|||||||27070280896897|97831|Youngstown, OH Urban Area|507544101|4156956|G3500|S|31310041|237180
|||||||270701916855013|97912|Yreka, CA Urban Area|13738918|77452|G3500|S|2643871|75652
|||||||27070347312225|97939|Yuba City, CA Urban Area|77697453|211908|G3500|S|3181939|0
|||||||270701322272738|97966|Yucca Valley, CA Urban Area|29355757|0|G3500|S|1747290|0
|||||||270701278580321|98020|Yuma, AZ--CA Urban Area|137158796|292400|G3500|S|16681751|17840
|||||||2707032391317835|98061|Zachary, LA Urban Area|29444680|0|G3500|S|10228558|0
|||||||27070358046397|98074|Zanesville, OH Urban Area|73304717|745596|G3500|S|7151075|8953
|||||||27070386662383|98101|Zapata--Medina, TX Urban Area|12847239|0|G3500|S|2524101|0
|||||||2707032391317942|98129|Zebulon, NC Urban Area|15830724|33264|G3500|S|5964230|33264
|||||||27070366569262|98182|Zephyrhills, FL Urban Area|88329081|385518|G3500|S|25347878|81306
|||||||27070424489061|98209|Zimmerman, MN Urban Area|8431785|1986455|G3500|S|240709|0
27040402080131|00037|Abbeville, LA Urban Cluster|29189598|298416|G3500|S||||||||3305117|68778
27040402080131|00037|Abbeville, LA Urban Cluster|29189598|298416|G3500|S|27070402080131|00037|Abbeville, LA Urban Area|28823510|340389|G3500|S|25884481|229638
27040206937216|00064|Abbeville, SC Urban Cluster|11271136|19786|G3500|S||||||||1151324|16178
27040206937216|00064|Abbeville, SC Urban Cluster|11271136|19786|G3500|S|27070206937216|00064|Abbeville, SC Urban Area|12815034|6144|G3500|S|10119812|3608
27040451876839|00091|Abbotsford, WI Urban Cluster|5426584|13221|G3500|S||||||||5426584|13221
27040109354179|00118|Aberdeen, MS Urban Cluster|7416338|52820|G3500|S||||||||7416338|52820
27040206512613|00145|Aberdeen, SD Urban Cluster|33032902|120864|G3500|S||||||||3310967|19880
27040206512613|00145|Aberdeen, SD Urban Cluster|33032902|120864|G3500|S|27070206512613|00145|Aberdeen, SD Urban Area|35989073|183150|G3500|S|29721935|100984
27040479425190|00172|Aberdeen, WA Urban Cluster|40077470|1887823|G3500|S||||||||5463079|80389
27040479425190|00172|Aberdeen, WA Urban Cluster|40077470|1887823|G3500|S|27070479425190|00172|Aberdeen, WA Urban Area|28416189|1802207|G3500|S|27512281|1798710
27040479425190|00172|Aberdeen, WA Urban Cluster|40077470|1887823|G3500|S|270704485439324|58469|Montesano--Elma, WA Urban Area|25946997|119784|G3500|S|7102110|8724
27040149655282|00199|Aberdeen--Bel Air South--Bel Air North, MD Urbanized Area|339755172|9811906|G3500|S||||||||92916691|6335573
27040149655282|00199|Aberdeen--Bel Air South--Bel Air North, MD Urbanized Area|339755172|9811906|G3500|S|2707032391318020|06290|Bel Air--Aberdeen, MD Urban Area|277642000|3614984|G3500|S|246838481|3476333
27040310191009|00226|Abernathy, TX Urban Cluster|3052063|12572|G3500|S||||||||3052063|12572
27040349388741|00253|Abilene, KS Urban Cluster|8744553|1877|G3500|S||||||||49114|0
27040349388741|00253|Abilene, KS Urban Cluster|8744553|1877|G3500|S|27070349388741|00253|Abilene, KS Urban Area|9426821|1877|G3500|S|8695439|1877
27040710151230|00280|Abilene, TX Urbanized Area|141784088|1002809|G3500|S||||||||11101633|29364
27040710151230|00280|Abilene, TX Urbanized Area|141784088|1002809|G3500|S|27070710151230|00280|Abilene, TX Urban Area|160509868|1015710|G3500|S|130682455|973445
27040346531415|00334|Abingdon, IL Urban Cluster|3739779|0|G3500|S||||||||3739779|0
27040298394279|00388|Ada, OH Urban Cluster|4754525|0|G3500|S||||||||139070|0
27040298394279|00388|Ada, OH Urban Cluster|4754525|0|G3500|S|27070298394279|00388|Ada, OH Urban Area|5425263|0|G3500|S|4615455|0
27040748123095|00415|Ada, OK Urban Cluster|30935036|89141|G3500|S||||||||3731345|89141
27040748123095|00415|Ada, OK Urban Cluster|30935036|89141|G3500|S|27070748123095|00415|Ada, OK Urban Area|36906552|32242|G3500|S|27203691|0
270404485565328|00450|Adams, NY Urban Cluster|5100418|13914|G3500|S||||||||5100418|13914
2704050572530|00469|Adel, GA Urban Cluster|15746334|149881|G3500|S||||||||1007793|26063
2704050572530|00469|Adel, GA Urban Cluster|15746334|149881|G3500|S|2707050572530|00469|Adel, GA Urban Area|15827696|171671|G3500|S|14738541|123818
27040495746856|00496|Adel, IA Urban Cluster|4596596|0|G3500|S||||||||81157|0
27040495746856|00496|Adel, IA Urban Cluster|4596596|0|G3500|S|27070495746856|00496|Adel, IA Urban Area|7103711|16231|G3500|S|4515439|0
2704082215496|00550|Adjuntas, PR Urban Cluster|20440778|156184|G3500|S||||||||11775681|154942
2704082215496|00550|Adjuntas, PR Urban Cluster|20440778|156184|G3500|S|2707082215496|00550|Adjuntas, PR Urban Area|12594208|1242|G3500|S|8665097|1242
2704054746641|00577|Adrian, MI Urban Cluster|62195855|614875|G3500|S||||||||9663758|52793
2704054746641|00577|Adrian, MI Urban Cluster|62195855|614875|G3500|S|2707054746641|00577|Adrian, MI Urban Area|34641303|384850|G3500|S|31803194|380521
2704054746641|00577|Adrian, MI Urban Cluster|62195855|614875|G3500|S|2707032391318077|86851|Tecumseh, MI Urban Area|26229885|375598|G3500|S|20728903|181561
27040748123965|00604|Agat, GU Urban Cluster|12701663|2939|G3500|S||||||||3621415|2939
27040748123965|00604|Agat, GU Urban Cluster|12701663|2939|G3500|S|27070748123965|00604|Agat--Apra Harbor, GU Urban Area|10357136|0|G3500|S|9080248|0
2704082393387|00631|Aguadilla--Isabela--San Sebastián, PR Urbanized Area|619751882|893244|G3500|S||||||||92052570|368299
2704082393387|00631|Aguadilla--Isabela--San Sebastián, PR Urbanized Area|619751882|893244|G3500|S|2707082393387|00631|Aguadilla--Isabela--San Sebastián, PR Urban Area|485158099|371255|G3500|S|450262201|367480
2704082393387|00631|Aguadilla--Isabela--San Sebastián, PR Urbanized Area|619751882|893244|G3500|S|2707032391318111|47865|Lares, PR Urban Area|77906786|2244|G3500|S|57334370|1129
2704082393387|00631|Aguadilla--Isabela--San Sebastián, PR Urbanized Area|619751882|893244|G3500|S|2707032391318108|89812|Utuado, PR Urban Area|29225059|162301|G3500|S|20102741|156336
27040708610195|00658|Ahoskie, NC Urban Cluster|7544885|0|G3500|S||||||||23972|0
27040708610195|00658|Ahoskie, NC Urban Cluster|7544885|0|G3500|S|27070708610195|00658|Ahoskie, NC Urban Area|8613935|0|G3500|S|7520913|0
270404485564506|00676|Air Force Academy, CO Urban Cluster|6458865|0|G3500|S||||||||6458865|0
270401254992683|00712|Ajo, AZ Urban Cluster|6916369|0|G3500|S||||||||6916369|0
27040115764463|00739|Akron, NY Urban Cluster|6779977|0|G3500|S||||||||6779977|0
27040347840717|00766|Akron, OH Urbanized Area|842766022|17481092|G3500|S||||||||77562359|3893151
27040347840717|00766|Akron, OH Urbanized Area|842766022|17481092|G3500|S|27070347840717|00766|Akron, OH Urban Area|778645785|15073639|G3500|S|726272784|13484687
27040347840717|00766|Akron, OH Urbanized Area|842766022|17481092|G3500|S|27070469671861|13375|Canton, OH Urban Area|466699663|3240890|G3500|S|37964692|103254
27040347840717|00766|Akron, OH Urbanized Area|842766022|17481092|G3500|S|27070338779596|17668|Cleveland, OH Urban Area|1848754208|11928286|G3500|S|966187|0
27040267621699|00793|Alachua, FL Urban Cluster|9777104|31222|G3500|S||||||||9777104|31222
270401369416110|00820|Alamogordo, NM Urban Cluster|42959210|52140|G3500|S||||||||9104305|47758
270401369416110|00820|Alamogordo, NM Urban Cluster|42959210|52140|G3500|S|270701369416110|00820|Alamogordo, NM Urban Area|35564058|4382|G3500|S|33854905|4382
2704086216012|00847|Alamosa, CO Urban Cluster|18800712|38995|G3500|S||||||||2538400|0
2704086216012|00847|Alamosa, CO Urban Cluster|18800712|38995|G3500|S|2707086216012|00847|Alamosa, CO Urban Area|19903192|38995|G3500|S|16262312|38995
2704091528308|00901|Albany, GA Urbanized Area|183526664|2792138|G3500|S||||||||28799301|1071735
2704091528308|00901|Albany, GA Urbanized Area|183526664|2792138|G3500|S|2707091528308|00901|Albany, GA Urban Area|172252814|1905095|G3500|S|154727363|1720403
270404485566344|00921|Albany, MN Urban Cluster|4334310|285660|G3500|S||||||||4334310|285660
27040248569364|00955|Albany, OR Urbanized Area|61981847|288649|G3500|S||||||||7406641|100034
27040248569364|00955|Albany, OR Urbanized Area|61981847|288649|G3500|S|27070248569364|00955|Albany, OR Urban Area|59695502|191140|G3500|S|54575206|188615
270404485573000|00970|Albany--Schenectady, NY Urbanized Area|765917785|16187665|G3500|S||||||||84825802|3798343
