OID_UA_10|GEOID_UA_10|NAMELSAD_UA_10|AREALAND_UA_10|AREAWATER_UA_10|MTFCC_UA_10|FUNCSTAT_UA_10|OID_UA_20|GEOID_UA_20|NAMELSAD_UA_20|AREALAND_UA_20|AREAWATER_UA_20|MTFCC_UA_20|FUNCSTAT_UA_20|AREALAND_PART|AREAWATER_PART
27040495578724|50608|Livingston, MT Urban Cluster|10626426|58540|G3500|S||||||||466054|4211
27040495578724|50608|Livingston, MT Urban Cluster|10626426|58540|G3500|S|27070495578724|50608|Livingston, MT Urban Area|11603714|79425|G3500|S|10160372|54329
27040162917394|50635|Livingston, TN Urban Cluster|8679328|55644|G3500|S||||||||8679328|55644
27040749979590|50662|Livingston, TX Urban Cluster|14128374|28894|G3500|S||||||||126527|0
27040749979590|50662|Livingston, TX Urban Cluster|14128374|28894|G3500|S|27070749979590|50662|Livingston, TX Urban Area|17852551|28894|G3500|S|14001847|28894
270404485566393|50679|Livonia, LA Urban Cluster|10017393|0|G3500|S||||||||10017393|0
27040697352313|50716|Llano, TX Urban Cluster|5426249|102459|G3500|S||||||||5426249|102459
270404485564467|50730|Lochbuie, CO Urban Cluster|3129778|0|G3500|S||||||||317006|0
270404485564467|50730|Lochbuie, CO Urban Cluster|3129778|0|G3500|S|27070700481587|23527|Denver--Aurora, CO Urban Area|1669352291|29334833|G3500|S|2812772|0
27040249731456|50743|Lockhart, TX Urban Cluster|20727613|0|G3500|S||||||||1707391|0
27040249731456|50743|Lockhart, TX Urban Cluster|20727613|0|G3500|S|27070249731456|50743|Lockhart, TX Urban Area|21561023|16001|G3500|S|19020222|0
27040225024244|50770|Lock Haven, PA Urban Cluster|27288346|563242|G3500|S||||||||8845859|423053
27040225024244|50770|Lock Haven, PA Urban Cluster|27288346|563242|G3500|S|270704485566129|43064|Jersey Shore, PA Urban Area|18914545|155794|G3500|S|2069536|0
27040225024244|50770|Lock Haven, PA Urban Cluster|27288346|563242|G3500|S|27070225024244|50770|Lock Haven, PA Urban Area|20455778|849922|G3500|S|16372951|140189
27040494568061|50797|Lockport, NY Urban Cluster|49929657|116268|G3500|S||||||||12559638|14817
27040494568061|50797|Lockport, NY Urban Cluster|49929657|116268|G3500|S|27070494568061|50797|Lockport, NY Urban Area|45947910|101451|G3500|S|37370019|101451
270404485566826|50813|Locust, NC Urban Cluster|9927340|0|G3500|S||||||||9927340|0
2704018476184|50851|Lodi, CA Urbanized Area|41254534|458816|G3500|S||||||||3375049|273185
2704018476184|50851|Lodi, CA Urbanized Area|41254534|458816|G3500|S|2707018476184|50851|Lodi, CA Urban Area|42320716|258077|G3500|S|37879485|185631
27040347840718|50878|Lodi, OH Urban Cluster|3819671|20280|G3500|S||||||||3819671|20280
27040487431890|50905|Lodi, WI Urban Cluster|3689885|778|G3500|S||||||||3689885|778
27040383969839|50932|Logan, OH Urban Cluster|9594360|117747|G3500|S||||||||454602|27055
27040383969839|50932|Logan, OH Urban Cluster|9594360|117747|G3500|S|27070383969839|50932|Logan, OH Urban Area|11181249|236039|G3500|S|9139758|90692
27040227860839|50959|Logan, UT Urbanized Area|113622178|105428|G3500|S||||||||5495670|18164
27040227860839|50959|Logan, UT Urbanized Area|113622178|105428|G3500|S|27070227860839|50959|Logan, UT Urban Area|123606252|87264|G3500|S|108126508|87264
27040760496353|50986|Logan, WV Urban Cluster|20838944|963875|G3500|S||||||||9065899|314760
27040760496353|50986|Logan, WV Urban Cluster|20838944|963875|G3500|S|27070760496353|50986|Logan, WV Urban Area|16615622|1565300|G3500|S|11773045|649115
27040535335063|51013|Logansport, IN Urban Cluster|32194968|632577|G3500|S||||||||7553985|45848
27040535335063|51013|Logansport, IN Urban Cluster|32194968|632577|G3500|S|27070535335063|51013|Logansport, IN Urban Area|27135232|682385|G3500|S|24640983|586729
270404485563975|51026|Lolo, MT Urban Cluster|4287050|154132|G3500|S||||||||4287050|154132
27040680370712|51040|Lompoc, CA Urbanized Area|27701718|73526|G3500|S||||||||3074489|0
27040680370712|51040|Lompoc, CA Urbanized Area|27701718|73526|G3500|S|27070680370712|51040|Lompoc, CA Urban Area|25407607|73526|G3500|S|24627229|73526
27040340839556|51121|London, OH Urban Cluster|14867539|19271|G3500|S||||||||5153216|0
27040340839556|51121|London, OH Urban Cluster|14867539|19271|G3500|S|27070340839556|51121|London, OH Urban Area|13153337|26037|G3500|S|9714323|19271
270404485565818|51131|London--Corbin, KY Urban Cluster|130791720|883535|G3500|S||||||||18997140|315806
270404485565818|51131|London--Corbin, KY Urban Cluster|130791720|883535|G3500|S|270704485565818|51131|London--Corbin, KY Urban Area|124174916|615683|G3500|S|111794580|567729
270404485566820|51142|Long Beach, MD Urban Cluster|15506903|44459|G3500|S||||||||15506903|44459
27040370843817|51175|Longmont, CO Urbanized Area|68023829|1844394|G3500|S||||||||7276590|1180824
27040370843817|51175|Longmont, CO Urbanized Area|68023829|1844394|G3500|S|270704485564469|29775|Firestone--Frederick, CO Urban Area|39409127|505251|G3500|S|5350251|66895
27040370843817|51175|Longmont, CO Urbanized Area|68023829|1844394|G3500|S|27070370843817|51175|Longmont, CO Urban Area|62598110|708831|G3500|S|55396988|596675
27040337218961|51202|Long Neck, DE Urban Cluster|43894301|3625410|G3500|S||||||||2352659|54047
27040337218961|51202|Long Neck, DE Urban Cluster|43894301|3625410|G3500|S|27070337218960|49231|Lewes--Rehoboth Beach, DE Urban Area|99205323|1791630|G3500|S|449079|0
27040337218961|51202|Long Neck, DE Urban Cluster|43894301|3625410|G3500|S|27070337218961|51202|Long Neck, DE Urban Area|57027366|4211307|G3500|S|41092563|3571363
27040258709403|51229|Long Prairie, MN Urban Cluster|4061895|0|G3500|S||||||||4061895|0
27040719567032|51256|Longview, TX Urbanized Area|215110226|916506|G3500|S||||||||21145639|92490
27040719567032|51256|Longview, TX Urbanized Area|215110226|916506|G3500|S|27070719567032|51256|Longview, TX Urban Area|233762595|917375|G3500|S|193964587|824016
27040854591411|51283|Longview, WA--OR Urbanized Area|85262630|4135221|G3500|S||||||||8411116|1814884
27040854591411|51283|Longview, WA--OR Urbanized Area|85262630|4135221|G3500|S|27070854591411|51283|Longview, WA--OR Urban Area|91145801|2779977|G3500|S|76851514|2320337
27040323541557|51310|Lonoke, AR Urban Cluster|4551455|0|G3500|S||||||||4551455|0
270404485566358|51322|Lonsdale, MN Urban Cluster|4957295|31187|G3500|S||||||||4957295|31187
27040105608857|51337|Loogootee, IN Urban Cluster|4726857|10534|G3500|S||||||||4726857|10534
27040295300980|51364|Lorain--Elyria, OH Urbanized Area|259462469|3055621|G3500|S||||||||63358121|943849
27040295300980|51364|Lorain--Elyria, OH Urbanized Area|259462469|3055621|G3500|S|27070295300980|51364|Lorain--Elyria, OH Urban Area|234690093|2292904|G3500|S|196104348|2111772
270401039884896|51418|Los Alamos, NM Urban Cluster|20932432|3183|G3500|S||||||||3523233|0
270401039884896|51418|Los Alamos, NM Urban Cluster|20932432|3183|G3500|S|270701039884896|51418|Los Alamos, NM Urban Area|22069410|3480|G3500|S|17409199|3183
27040435571723|51445|Los Angeles--Long Beach--Anaheim, CA Urbanized Area|4503957807|54869756|G3500|S||||||||133118943|8512874
27040435571723|51445|Los Angeles--Long Beach--Anaheim, CA Urbanized Area|4503957807|54869756|G3500|S|27070435571723|51445|Los Angeles--Long Beach--Anaheim, CA Urban Area|4239359620|48266720|G3500|S|4175939254|46222137
27040435571723|51445|Los Angeles--Long Beach--Anaheim, CA Urbanized Area|4503957807|54869756|G3500|S|270701137127636|57709|Mission Viejo--Lake Forest--Laguna Niguel, CA Urban Area|423806207|1661222|G3500|S|27334106|0
27040435571723|51445|Los Angeles--Long Beach--Anaheim, CA Urbanized Area|4503957807|54869756|G3500|S|27070435571726|75340|Riverside--San Bernardino, CA Urban Area|1576174299|6671665|G3500|S|167565504|134745
27040353815850|51472|Los Banos, CA Urban Cluster|20999170|0|G3500|S||||||||2489064|0
27040353815850|51472|Los Banos, CA Urban Cluster|20999170|0|G3500|S|27070353815850|51472|Los Banos, CA Urban Area|21772647|0|G3500|S|18510106|0
27040493526380|51499|Los Lunas, NM Urbanized Area|180251784|500607|G3500|S||||||||83718483|468241
27040493526380|51499|Los Lunas, NM Urbanized Area|180251784|500607|G3500|S|27070493526380|51499|Los Lunas, NM Urban Area|102095359|34322|G3500|S|96533301|32366
270404485566761|51513|Los Molinos, CA Urban Cluster|8253960|15909|G3500|S||||||||8253960|15909
27040180352102|51580|Louisa, KY--WV Urban Cluster|9287103|477426|G3500|S||||||||2414890|265098
27040180352102|51580|Louisa, KY--WV Urban Cluster|9287103|477426|G3500|S|27070180352102|51580|Louisa, KY--WV Urban Area|9410544|215570|G3500|S|6872213|212328
27040351149429|51607|Louisburg, KS Urban Cluster|5468060|142276|G3500|S||||||||5468060|142276
27040177460845|51634|Louisburg, NC Urban Cluster|6242329|20858|G3500|S||||||||6242329|20858
27040328677658|51661|Louisiana, MO Urban Cluster|4470999|0|G3500|S||||||||4470999|0
27040450398113|51688|Louisville, GA Urban Cluster|6199496|103828|G3500|S||||||||6199496|103828
2704077288947|51742|Louisville, MS Urban Cluster|10160441|0|G3500|S||||||||10160441|0
270404485566696|51755|Louisville/Jefferson County, KY--IN Urbanized Area|1235654157|29926690|G3500|S||||||||188046793|9691178
270404485566696|51755|Louisville/Jefferson County, KY--IN Urbanized Area|1235654157|29926690|G3500|S|2707032391318084|46288|La Grange, KY Urban Area|52298532|868644|G3500|S|46903348|835414
270404485566696|51755|Louisville/Jefferson County, KY--IN Urbanized Area|1235654157|29926690|G3500|S|270704485566696|51755|Louisville/Jefferson County, KY--IN Urban Area|1038222036|20274471|G3500|S|975411756|19288163
270404485566696|51755|Louisville/Jefferson County, KY--IN Urbanized Area|1235654157|29926690|G3500|S|2707032391318091|60502|Mount Washington, KY Urban Area|33680478|168692|G3500|S|25292260|111935
27040699153063|51769|Lovington, NM Urban Cluster|18199980|63300|G3500|S||||||||5818623|47125
27040699153063|51769|Lovington, NM Urban Cluster|18199980|63300|G3500|S|27070699153063|51769|Lovington, NM Urban Area|12444138|16175|G3500|S|12381357|16175
27040271961734|51796|Lowell, IN Urban Cluster|13156801|71986|G3500|S||||||||2374535|3945
27040271961734|51796|Lowell, IN Urban Cluster|13156801|71986|G3500|S|27070271961734|51796|Lowell, IN Urban Area|13663167|68546|G3500|S|10782266|68041
27040188527834|51823|Lowell, MI Urban Cluster|12501043|242424|G3500|S||||||||1180904|46072
27040188527834|51823|Lowell, MI Urban Cluster|12501043|242424|G3500|S|27070188527834|51823|Lowell, MI Urban Area|14388293|343358|G3500|S|11320139|196352
27040692865232|51850|Lowville, NY Urban Cluster|4591609|0|G3500|S||||||||4591609|0
27040389812749|51877|Lubbock, TX Urbanized Area|249856552|2074014|G3500|S||||||||24504187|46006
27040389812749|51877|Lubbock, TX Urbanized Area|249856552|2074014|G3500|S|27070389812749|51877|Lubbock, TX Urban Area|275248143|2166424|G3500|S|225352365|2028008
27040368537923|51904|Lucasville, OH Urban Cluster|5446159|13259|G3500|S||||||||5446159|13259
270404485565499|51920|Lucedale, MS Urban Cluster|6536449|0|G3500|S||||||||6536449|0
27040190590127|51958|Ludington, MI Urban Cluster|21839627|585766|G3500|S||||||||870649|572548
27040190590127|51958|Ludington, MI Urban Cluster|21839627|585766|G3500|S|27070190590127|51958|Ludington, MI Urban Area|32881873|126039|G3500|S|20968978|13218
27040211843247|51985|Lufkin, TX Urban Cluster|99558110|636951|G3500|S||||||||15621945|174649
27040211843247|51985|Lufkin, TX Urban Cluster|99558110|636951|G3500|S|27070211843247|51985|Lufkin, TX Urban Area|95156630|567033|G3500|S|83936165|462302
270404485566754|52001|Lula, GA Urban Cluster|7338369|20623|G3500|S||||||||7338369|20623
27040249731462|52039|Luling, TX Urban Cluster|7574298|0|G3500|S||||||||803337|0
27040249731462|52039|Luling, TX Urban Cluster|7574298|0|G3500|S|27070249731462|52039|Luling, TX Urban Area|7275021|0|G3500|S|6770961|0
27040178244936|52066|Lumberton, NC Urban Cluster|69019343|332916|G3500|S||||||||25052041|142083
27040178244936|52066|Lumberton, NC Urban Cluster|69019343|332916|G3500|S|27070178244936|52066|Lumberton, NC Urban Area|52767724|192072|G3500|S|43967302|190833
27040756416769|52093|Luray, VA Urban Cluster|10087584|56062|G3500|S||||||||193370|5577
27040756416769|52093|Luray, VA Urban Cluster|10087584|56062|G3500|S|27070756416769|52093|Luray, VA Urban Area|10615945|51669|G3500|S|9894214|50485
27040252420628|52147|Luverne, MN Urban Cluster|5213542|10612|G3500|S||||||||342768|0
27040252420628|52147|Luverne, MN Urban Cluster|5213542|10612|G3500|S|27070252420628|52147|Luverne, MN Urban Area|5918735|10612|G3500|S|4870774|10612
27040470057274|52174|Lykens, PA Urban Cluster|5002761|0|G3500|S||||||||5002761|0
27040744066589|52201|Lynchburg, VA Urbanized Area|229883948|1399430|G3500|S||||||||22862807|63356
27040744066589|52201|Lynchburg, VA Urbanized Area|229883948|1399430|G3500|S|27070744066589|52201|Lynchburg, VA Urban Area|237236876|1885255|G3500|S|207021141|1336074
27040482591477|52228|Lynden, WA Urban Cluster|24170924|331877|G3500|S||||||||12915866|310648
27040482591477|52228|Lynden, WA Urban Cluster|24170924|331877|G3500|S|27070482591477|52228|Lynden, WA Urban Area|13762353|28897|G3500|S|11255058|21229
27040485321920|52255|Lyndonville, VT Urban Cluster|5668134|50730|G3500|S||||||||5668134|50730
2704052069665|52309|Lyons, KS Urban Cluster|4506203|0|G3500|S||||||||4506203|0
270404485564447|52341|Lytle, TX Urban Cluster|10896146|131980|G3500|S||||||||10896146|131980
270404485566710|52352|Mabton, WA Urban Cluster|1859879|0|G3500|S||||||||1859879|0
27040747781319|52363|McAlester, OK Urban Cluster|26866642|80188|G3500|S||||||||543250|0
27040747781319|52363|McAlester, OK Urban Cluster|26866642|80188|G3500|S|27070747781319|52363|McAlester, OK Urban Area|40215352|94495|G3500|S|26323392|80188
27040692152362|52390|McAllen, TX Urbanized Area|928053910|2054378|G3500|S||||||||146644737|473705
27040692152362|52390|McAllen, TX Urbanized Area|928053910|2054378|G3500|S|270704485564478|27290|Elsa, TX Urban Area|16201322|0|G3500|S|11592208|0
27040692152362|52390|McAllen, TX Urbanized Area|928053910|2054378|G3500|S|27070692152362|52390|McAllen, TX Urban Area|844899606|1681658|G3500|S|769816965|1580673
2704050338685|52417|Macclenny, FL Urban Cluster|24944826|0|G3500|S||||||||6448048|0
2704050338685|52417|Macclenny, FL Urban Cluster|24944826|0|G3500|S|2707050338685|52417|Macclenny, FL Urban Area|21894994|0|G3500|S|18496778|0
27040112601976|52471|McComb, MS Urban Cluster|33674284|172955|G3500|S||||||||2808972|18463
27040112601976|52471|McComb, MS Urban Cluster|33674284|172955|G3500|S|27070112601976|52471|McComb, MS Urban Area|33941567|154492|G3500|S|30865312|154492
27040466359526|52498|McConnelsville, OH Urban Cluster|3630394|324414|G3500|S||||||||3630394|324414
27040115379166|52525|McCook, NE Urban Cluster|12076986|0|G3500|S||||||||63860|0
27040115379166|52525|McCook, NE Urban Cluster|12076986|0|G3500|S|27070115379166|52525|McCook, NE Urban Area|13580428|0|G3500|S|12013126|0
270401065681493|52552|McFarland, CA Urban Cluster|9922617|0|G3500|S||||||||5100491|0
270401065681493|52552|McFarland, CA Urban Cluster|9922617|0|G3500|S|270701065681493|52552|McFarland, CA Urban Area|4822126|0|G3500|S|4822126|0
2704086008637|52579|McGehee, AR Urban Cluster|6905776|0|G3500|S||||||||6905776|0
27040356735871|52606|McGregor, TX Urban Cluster|5847650|0|G3500|S||||||||35909|0
27040356735871|52606|McGregor, TX Urban Cluster|5847650|0|G3500|S|27070356735871|52606|McGregor, TX Urban Area|6001304|0|G3500|S|5811741|0
27040211607951|52633|McKenzie, TN Urban Cluster|10211535|0|G3500|S||||||||1573956|0
27040211607951|52633|McKenzie, TN Urban Cluster|10211535|0|G3500|S|27070211607951|52633|McKenzie, TN Urban Area|11399228|0|G3500|S|8637579|0
27040366562697|52660|Mackinaw, IL Urban Cluster|5879165|355193|G3500|S||||||||5879165|355193
27040171569122|52687|McKinney, TX Urbanized Area|191865006|1775513|G3500|S||||||||14325216|416200
27040171569122|52687|McKinney, TX Urbanized Area|191865006|1775513|G3500|S|2707032391317832|52695|McKinney--Frisco, TX Urban Area|392749186|3806139|G3500|S|149257560|1205700
27040171569122|52687|McKinney, TX Urbanized Area|191865006|1775513|G3500|S|2707032391317847|56074|Melissa--Anna, TX Urban Area|43891925|188106|G3500|S|12750877|20613
27040171569122|52687|McKinney, TX Urbanized Area|191865006|1775513|G3500|S|2707032391317841|72397|Princeton, TX Urban Area|21331024|156654|G3500|S|15531353|133000
27040200078882|52714|McLeansboro, IL Urban Cluster|3874059|14325|G3500|S||||||||3874059|14325
27040450157842|52741|McMinnville, OR Urban Cluster|37979377|0|G3500|S||||||||5862431|0
27040450157842|52741|McMinnville, OR Urban Cluster|37979377|0|G3500|S|27070450157842|52741|McMinnville, OR Urban Area|33163576|0|G3500|S|32116946|0
27040132942885|52768|McMinnville, TN Urban Cluster|34397133|0|G3500|S||||||||2490932|0
27040132942885|52768|McMinnville, TN Urban Cluster|34397133|0|G3500|S|27070132942885|52768|McMinnville, TN Urban Area|34242487|0|G3500|S|31906201|0
27040351895639|52795|Macomb, IL Urban Cluster|22559776|18498|G3500|S||||||||1729624|0
27040351895639|52795|Macomb, IL Urban Cluster|22559776|18498|G3500|S|27070351895639|52795|Macomb, IL Urban Area|22648434|18498|G3500|S|20830152|18498
27040405763023|52822|Macon, GA Urbanized Area|253960984|2299548|G3500|S||||||||37133005|560043
27040405763023|52822|Macon, GA Urbanized Area|253960984|2299548|G3500|S|27070405763023|52822|Macon-Bibb County, GA Urban Area|257116553|2119150|G3500|S|216827979|1739505
27040113883422|52849|Macon, MS Urban Cluster|5516185|0|G3500|S||||||||5516185|0
27040281172288|52876|Macon, MO Urban Cluster|7767168|1152|G3500|S||||||||193347|0
27040281172288|52876|Macon, MO Urban Cluster|7767168|1152|G3500|S|27070281172288|52876|Macon, MO Urban Area|13151154|44548|G3500|S|7573821|1152
27040353097523|52903|McPherson, KS Urban Cluster|17957091|108398|G3500|S||||||||581211|0
27040353097523|52903|McPherson, KS Urban Cluster|17957091|108398|G3500|S|27070353097523|52903|McPherson, KS Urban Area|22379089|172060|G3500|S|17375880|108398
2704049676661|52930|McRae, GA Urban Cluster|13599113|116151|G3500|S||||||||13599113|116151
27040361404595|52984|Madera, CA Urbanized Area|58007520|0|G3500|S||||||||8061988|0
27040361404595|52984|Madera, CA Urbanized Area|58007520|0|G3500|S|27070361404595|52984|Madera, CA Urban Area|54285495|0|G3500|S|49945532|0
27040747118149|53011|Madill, OK Urban Cluster|6131158|174|G3500|S||||||||6131158|174
2704078867694|53038|Madison, FL Urban Cluster|5183541|87915|G3500|S||||||||5183541|87915
27040508750441|53065|Madison, GA Urban Cluster|10875625|93951|G3500|S||||||||1137184|30741
27040508750441|53065|Madison, GA Urban Cluster|10875625|93951|G3500|S|27070508750441|53065|Madison, GA Urban Area|12411816|80529|G3500|S|9738441|63210
27040113033899|53092|Madison, IN--KY Urban Cluster|35687122|857382|G3500|S||||||||9778107|817785
27040113033899|53092|Madison, IN--KY Urban Cluster|35687122|857382|G3500|S|27070113033899|53092|Madison, IN Urban Area|27894395|119361|G3500|S|25909015|39597
27040216049881|53146|Madison, SD Urban Cluster|7344803|0|G3500|S|27070216049881|53146|Madison, SD Urban Area|11159434|0|G3500|S|7344803|0
27040828955825|53173|Madison, WV Urban Cluster|10582453|317853|G3500|S||||||||10582453|317853
27040689279996|53200|Madison, WI Urbanized Area|391142316|17787682|G3500|S||||||||41031856|14421448
27040689279996|53200|Madison, WI Urbanized Area|391142316|17787682|G3500|S|27070689279996|53200|Madison, WI Urban Area|387731534|3318120|G3500|S|334425963|3192803
27040689279996|53200|Madison, WI Urbanized Area|391142316|17787682|G3500|S|2707032391317888|85181|Stoughton, WI Urban Area|17467795|203482|G3500|S|15684497|173431
27040176177339|53227|Madisonville, KY Urban Cluster|48975387|500234|G3500|S||||||||11623458|230735
27040176177339|53227|Madisonville, KY Urban Cluster|48975387|500234|G3500|S|27070176177339|53227|Madisonville, KY Urban Area|41735701|306462|G3500|S|37351929|269499
2704078790921|53254|Madisonville, TN Urban Cluster|16493819|0|G3500|S||||||||1604910|0
2704078790921|53254|Madisonville, TN Urban Cluster|16493819|0|G3500|S|2707078790921|53254|Madisonville, TN Urban Area|18568122|0|G3500|S|14888909|0
27040738853279|53281|Madisonville, TX Urban Cluster|10272578|125168|G3500|S||||||||10272578|125168
27040528236138|53308|Madras, OR Urban Cluster|13795772|0|G3500|S||||||||3610981|0
27040528236138|53308|Madras, OR Urban Cluster|13795772|0|G3500|S|27070528236138|53308|Madras, OR Urban Area|12115401|0|G3500|S|10184791|0
27040115343861|53335|Magee, MS Urban Cluster|7498171|0|G3500|S||||||||7498171|0
27040297420134|53362|Magnolia, AR Urban Cluster|19526780|51413|G3500|S||||||||1371360|0
27040297420134|53362|Magnolia, AR Urban Cluster|19526780|51413|G3500|S|27070297420134|53362|Magnolia, AR Urban Area|22734546|89633|G3500|S|18155420|51413
270404485566701|53372|Magnolia, TX Urban Cluster|9880142|37416|G3500|S||||||||4072424|24777
270404485566701|53372|Magnolia, TX Urban Cluster|9880142|37416|G3500|S|2707032391317839|69513|Pinehurst (Montgomery County)--Magnolia, TX Urban Area|22516479|69482|G3500|S|5807718|12639
27040144605194|53416|Mahomet, IL Urban Cluster|17752478|331964|G3500|S||||||||3899124|202157
27040144605194|53416|Mahomet, IL Urban Cluster|17752478|331964|G3500|S|27070144605194|53416|Mahomet, IL Urban Area|17802857|138788|G3500|S|13853354|129807
27040202950069|53443|Maiden, NC Urban Cluster|10992891|32442|G3500|S||||||||2878689|16592
27040202950069|53443|Maiden, NC Urban Cluster|10992891|32442|G3500|S|27070202950068|38647|Hickory, NC Urban Area|573260796|5389228|G3500|S|8114202|15850
27040735408585|53470|Malakoff, TX Urban Cluster|8150534|25250|G3500|S||||||||8150534|25250
27040290899421|53497|Malden, MO Urban Cluster|8086931|0|G3500|S||||||||8086931|0
27040736180937|53524|Malone, NY Urban Cluster|14704947|124628|G3500|S||||||||6261436|34556
27040736180937|53524|Malone, NY Urban Cluster|14704947|124628|G3500|S|27070736180937|53524|Malone, NY Urban Area|8939354|170722|G3500|S|8443511|90072
27040311060055|53551|Malvern, AR Urban Cluster|24639057|14127|G3500|S||||||||9585639|14127
27040311060055|53551|Malvern, AR Urban Cluster|24639057|14127|G3500|S|27070311060055|53551|Malvern, AR Urban Area|17348394|0|G3500|S|15053418|0
27040287659675|53578|Malvern, OH Urban Cluster|7143085|1973128|G3500|S||||||||7143085|1973128
27040672855043|53605|Mammoth Lakes, CA Urban Cluster|8605098|2480|G3500|S||||||||597150|0
27040672855043|53605|Mammoth Lakes, CA Urban Cluster|8605098|2480|G3500|S|27070672855043|53605|Mammoth Lakes, CA Urban Area|9738043|4195|G3500|S|8007948|2480
27040102047402|53632|Mamou, LA Urban Cluster|5727861|0|G3500|S||||||||5727861|0
27040383006661|53659|Manchester, GA Urban Cluster|10263966|36356|G3500|S||||||||10263966|36356
27040349618073|53686|Manchester, IA Urban Cluster|6841796|0|G3500|S||||||||66288|0
27040349618073|53686|Manchester, IA Urban Cluster|6841796|0|G3500|S|27070349618073|53686|Manchester, IA Urban Area|9347969|0|G3500|S|6775508|0
27040141687014|53713|Manchester, KY Urban Cluster|11361145|100312|G3500|S||||||||11361145|100312
270404485566823|53726|Manchester, MD Urban Cluster|7567963|12419|G3500|S||||||||1209545|1132
270404485566823|53726|Manchester, MD Urban Cluster|7567963|12419|G3500|S|2707032391318021|36595|Hampstead--Manchester, MD Urban Area|20420164|25976|G3500|S|6358418|11287
27040227230765|53740|Manchester, NH Urbanized Area|223426631|4195147|G3500|S||||||||31287606|520219
27040227230765|53740|Manchester, NH Urbanized Area|223426631|4195147|G3500|S|27070227230765|53740|Manchester, NH Urban Area|208835588|4928131|G3500|S|191760318|3674928
27040227230765|53740|Manchester, NH Urbanized Area|223426631|4195147|G3500|S|27070227230767|61165|Nashua, NH--MA Urban Area|506500926|9287544|G3500|S|378707|0
27040141526925|53767|Manchester, TN Urban Cluster|27569824|25597|G3500|S||||||||5368530|9804
27040141526925|53767|Manchester, TN Urban Cluster|27569824|25597|G3500|S|27070141526925|53767|Manchester, TN Urban Area|27032477|15793|G3500|S|22201294|15793
2704073568818|53794|Mandeville--Covington, LA Urbanized Area|170307163|1646068|G3500|S||||||||3014377|79755
2704073568818|53794|Mandeville--Covington, LA Urbanized Area|170307163|1646068|G3500|S|2707073568818|53794|Mandeville--Covington, LA Urban Area|218412386|4456763|G3500|S|167292786|1566313
27040393187511|53821|Mangum, OK Urban Cluster|3683047|0|G3500|S||||||||3683047|0
27040404915814|53848|Manhattan, KS Urbanized Area|53438805|382715|G3500|S||||||||7554607|335016
27040404915814|53848|Manhattan, KS Urbanized Area|53438805|382715|G3500|S|27070404915814|53848|Manhattan, KS Urban Area|66921857|151419|G3500|S|45884198|47699
2704086077435|53875|Manila, AR Urban Cluster|4385994|0|G3500|S||||||||4385994|0
27040103925952|53902|Manistee, MI Urban Cluster|19603895|1440567|G3500|S||||||||5687748|1101741
27040103925952|53902|Manistee, MI Urban Cluster|19603895|1440567|G3500|S|27070103925952|53902|Manistee, MI Urban Area|23524743|401289|G3500|S|13916147|338826
27040309427402|53929|Manistique, MI Urban Cluster|8985715|381419|G3500|S||||||||8985715|381419
27040484699413|53956|Manitowoc, WI Urban Cluster|64337779|1862242|G3500|S||||||||8396235|22290
27040484699413|53956|Manitowoc, WI Urban Cluster|64337779|1862242|G3500|S|27070484699413|53956|Manitowoc, WI Urban Area|60932687|2550524|G3500|S|55941544|1839952
27040204793071|53983|Mankato, MN Urbanized Area|68239528|732605|G3500|S||||||||10155939|8353
27040204793071|53983|Mankato, MN Urbanized Area|68239528|732605|G3500|S|27070204793071|53983|Mankato, MN Urban Area|66384476|795096|G3500|S|58083589|724252
27040340237978|54010|Mannford, OK Urban Cluster|7567095|825694|G3500|S||||||||7567095|825694
27040218654778|54037|Manning, SC Urban Cluster|10478929|26703|G3500|S||||||||1710762|26703
27040218654778|54037|Manning, SC Urban Cluster|10478929|26703|G3500|S|27070218654778|54037|Manning, SC Urban Area|10047105|0|G3500|S|8768167|0
270404485564449|54050|Manor, TX Urban Cluster|9375424|0|G3500|S||||||||1040749|0
270404485564449|54050|Manor, TX Urban Cluster|9375424|0|G3500|S|270704485564449|54050|Manor, TX Urban Area|13793390|0|G3500|S|8334675|0
27040147132069|54064|Mansfield, LA Urban Cluster|10426501|22624|G3500|S||||||||1416983|13645
27040147132069|54064|Mansfield, LA Urban Cluster|10426501|22624|G3500|S|27070147132069|54064|Mansfield, LA Urban Area|10513660|67874|G3500|S|9009518|8979
27040365941229|54091|Mansfield, OH Urbanized Area|130237965|286467|G3500|S||||||||24313381|80001
27040365941229|54091|Mansfield, OH Urbanized Area|130237965|286467|G3500|S|27070365941229|54091|Mansfield, OH Urban Area|123501224|241289|G3500|S|105924584|206466
27040307515261|54118|Mansfield, PA Urban Cluster|5313503|0|G3500|S||||||||5313503|0
2704018476185|54145|Manteca, CA Urbanized Area|56381470|1107292|G3500|S||||||||4068256|352271
2704018476185|54145|Manteca, CA Urbanized Area|56381470|1107292|G3500|S|2707018476185|54145|Manteca, CA Urban Area|53018651|815328|G3500|S|42485274|753713
2704018476185|54145|Manteca, CA Urbanized Area|56381470|1107292|G3500|S|2707032391318055|75198|Ripon, CA Urban Area|10906620|5479|G3500|S|9827940|1308
27040311422547|54199|Manteo, NC Urban Cluster|11754259|9205260|G3500|S||||||||26198|9131478
